Term,Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F),Metric,Data,Dataset,RarefactionDepth,SamplesBefore,SamplesAfter
EcologicalStatus,651344.5129726733,651344.5129726733,1,97.1530840896891,0.7714580722758401,0.38193342980584555,Chao1,Raw,16S,25000,103,101
SoilPortion,12102.843172345567,12102.843172345567,1,97.2215563006307,0.01433471208682193,0.9049459538796766,Chao1,Raw,16S,25000,103,101
EcologicalStatus:SoilPortion,3514888.771253242,3514888.771253242,1,97.04007559466407,4.163064648168434,0.04403118653164203,Chao1,Raw,16S,25000,103,101
EcologicalStatus,554473.6113835104,554473.6113835104,1,95.06897786756655,0.7462125053627288,0.3898522547385248,Chao1,Rarefied_25000,16S,25000,103,101
SoilPortion,1432.5773223994645,1432.5773223994645,1,95.06897786957185,0.0019279675189702373,0.9650693322114827,Chao1,Rarefied_25000,16S,25000,103,101
EcologicalStatus:SoilPortion,3448362.6885047923,3448362.6885047923,1,95.06897786150185,4.6408184417792135,0.03374790400879134,Chao1,Rarefied_25000,16S,25000,103,101
EcologicalStatus,0.5350929411752146,0.5350929411752146,1,99.00000000044925,0.9987212717875344,0.32005652974771087,Shannon,Raw,16S,25000,103,101
SoilPortion,0.19676483543429307,0.19676483543429307,1,99.00000000044925,0.3672506429563504,0.5458937045251189,Shannon,Raw,16S,25000,103,101
EcologicalStatus:SoilPortion,1.1231769306530976,1.1231769306530976,1,99.00000000044925,2.0963473937081347,0.15081102785100023,Shannon,Raw,16S,25000,103,101
EcologicalStatus,0.4971140724222394,0.4971140724222394,1,96.99999999903265,0.947501915740681,0.33277715669641517,Shannon,Rarefied_25000,16S,25000,103,101
SoilPortion,0.15465334611788426,0.15465334611788426,1,96.999999998908,0.2947700534977783,0.588425252416525,Shannon,Rarefied_25000,16S,25000,103,101
EcologicalStatus:SoilPortion,1.1436563500864343,1.1436563500864343,1,96.99999999903254,2.1798147402584247,0.14307041487695352,Shannon,Rarefied_25000,16S,25000,103,101
EcologicalStatus,651344.5129726733,651344.5129726733,1,97.1530840896891,0.7714580722758401,0.38193342980584555,Chao1,Raw,16S,30000,103,100
SoilPortion,12102.843172345567,12102.843172345567,1,97.2215563006307,0.01433471208682193,0.9049459538796766,Chao1,Raw,16S,30000,103,100
EcologicalStatus:SoilPortion,3514888.771253242,3514888.771253242,1,97.04007559466407,4.163064648168434,0.04403118653164203,Chao1,Raw,16S,30000,103,100
EcologicalStatus,500103.86454015266,500103.86454015266,1,94.07000940818773,0.6482277610092203,0.4227773500877482,Chao1,Rarefied_30000,16S,30000,103,100
SoilPortion,5041.143854403364,5041.143854403364,1,94.02571366185718,0.006534261431212986,0.9357451612095213,Chao1,Rarefied_30000,16S,30000,103,100
EcologicalStatus:SoilPortion,3368877.2152613276,3368877.2152613276,1,94.0700094021437,4.366692379735636,0.0393467715217607,Chao1,Rarefied_30000,16S,30000,103,100
EcologicalStatus,0.5350929411752146,0.5350929411752146,1,99.00000000044925,0.9987212717875344,0.32005652974771087,Shannon,Raw,16S,30000,103,100
SoilPortion,0.19676483543429307,0.19676483543429307,1,99.00000000044925,0.3672506429563504,0.5458937045251189,Shannon,Raw,16S,30000,103,100
EcologicalStatus:SoilPortion,1.1231769306530976,1.1231769306530976,1,99.00000000044925,2.0963473937081347,0.15081102785100023,Shannon,Raw,16S,30000,103,100
EcologicalStatus,0.5177466627475495,0.5177466627475495,1,95.99999999786844,0.9686092478205297,0.3275012156390693,Shannon,Rarefied_30000,16S,30000,103,100
SoilPortion,0.1610547117714542,0.1610547117714542,1,95.99999999786853,0.30130388943320874,0.5843406033302673,Shannon,Rarefied_30000,16S,30000,103,100
EcologicalStatus:SoilPortion,1.171093425706545,1.171093425706545,1,95.99999999786853,2.190901465557641,0.1421024419636347,Shannon,Rarefied_30000,16S,30000,103,100
EcologicalStatus,651344.5129726733,651344.5129726733,1,97.1530840896891,0.7714580722758401,0.38193342980584555,Chao1,Raw,16S,40000,103,93
SoilPortion,12102.843172345567,12102.843172345567,1,97.2215563006307,0.01433471208682193,0.9049459538796766,Chao1,Raw,16S,40000,103,93
EcologicalStatus:SoilPortion,3514888.771253242,3514888.771253242,1,97.04007559466407,4.163064648168434,0.04403118653164203,Chao1,Raw,16S,40000,103,93
EcologicalStatus,612703.8611587024,612703.8611587024,1,87.19337477751078,0.7574214371794061,0.38652637808108947,Chao1,Rarefied_40000,16S,40000,103,93
SoilPortion,111024.23169401134,111024.23169401134,1,87.21685575086262,0.13724759784015123,0.7119309660633347,Chao1,Rarefied_40000,16S,40000,103,93
EcologicalStatus:SoilPortion,1690551.6405900072,1690551.6405900072,1,86.98259641722859,2.089851450944295,0.1518739134739765,Chao1,Rarefied_40000,16S,40000,103,93
EcologicalStatus,0.5350929411752146,0.5350929411752146,1,99.00000000044925,0.9987212717875344,0.32005652974771087,Shannon,Raw,16S,40000,103,93
SoilPortion,0.19676483543429307,0.19676483543429307,1,99.00000000044925,0.3672506429563504,0.5458937045251189,Shannon,Raw,16S,40000,103,93
EcologicalStatus:SoilPortion,1.1231769306530976,1.1231769306530976,1,99.00000000044925,2.0963473937081347,0.15081102785100023,Shannon,Raw,16S,40000,103,93
EcologicalStatus,0.8390432443127529,0.8390432443127529,1,88.99999999830088,1.5312774741793018,0.2191756723969637,Shannon,Rarefied_40000,16S,40000,103,93
SoilPortion,0.025412439863506567,0.025412439863506567,1,88.99999999705942,0.04637841611941845,0.8299821426591627,Shannon,Rarefied_40000,16S,40000,103,93
EcologicalStatus:SoilPortion,0.47359532525962156,0.47359532525962156,1,88.99999999830092,0.8643247631898674,0.35504605399683986,Shannon,Rarefied_40000,16S,40000,103,93
EcologicalStatus,651344.5129726733,651344.5129726733,1,97.1530840896891,0.7714580722758401,0.38193342980584555,Chao1,Raw,16S,50000,103,85
SoilPortion,12102.843172345567,12102.843172345567,1,97.2215563006307,0.01433471208682193,0.9049459538796766,Chao1,Raw,16S,50000,103,85
EcologicalStatus:SoilPortion,3514888.771253242,3514888.771253242,1,97.04007559466407,4.163064648168434,0.04403118653164203,Chao1,Raw,16S,50000,103,85
EcologicalStatus,75129.89794421889,75129.89794421889,1,79.36996828219351,0.09258051322064345,0.7617181690830245,Chao1,Rarefied_50000,16S,50000,103,85
SoilPortion,343703.76472598896,343703.76472598896,1,79.22500262060915,0.4235367251240605,0.5170606174842352,Chao1,Rarefied_50000,16S,50000,103,85
EcologicalStatus:SoilPortion,2342478.7416886603,2342478.7416886603,1,79.00775615440897,2.886572324043345,0.09325544219460648,Chao1,Rarefied_50000,16S,50000,103,85
EcologicalStatus,0.5350929411752146,0.5350929411752146,1,99.00000000044925,0.9987212717875344,0.32005652974771087,Shannon,Raw,16S,50000,103,85
SoilPortion,0.19676483543429307,0.19676483543429307,1,99.00000000044925,0.3672506429563504,0.5458937045251189,Shannon,Raw,16S,50000,103,85
EcologicalStatus:SoilPortion,1.1231769306530976,1.1231769306530976,1,99.00000000044925,2.0963473937081347,0.15081102785100023,Shannon,Raw,16S,50000,103,85
EcologicalStatus,0.757338265479743,0.757338265479743,1,80.99999999844928,1.285628162273419,0.2601998685780829,Shannon,Rarefied_50000,16S,50000,103,85
SoilPortion,0.0013927922555700266,0.0013927922555700266,1,80.99999999878021,0.0023643502904516027,0.9613381733362952,Shannon,Rarefied_50000,16S,50000,103,85
EcologicalStatus:SoilPortion,0.6821788919907363,0.6821788919907363,1,80.99999999861484,1.1580405153517572,0.28506711908509164,Shannon,Rarefied_50000,16S,50000,103,85
